,text
15623,3편도 나오겠지?기대 중 ㅜ 원동연 귀여워
15624,1편과 2편 둘다 명작중명작인것같다 스토리하면 배우까지 너무 와벽하다
15625,"1편보다 탄탄한 내용. 좋았습니다. 우리나라에서 이런영화 소재를 다루며, 높은 퀄리티의 연기. 대단해요"
15626,주지훈 존섹 진짜 이런 차사면 끌려간다
15627,솔직히 초반에 지루한 면이 있었지만뒤로 갈수록 맛깔 남 주지훈 포텐터짐
15628,뭐 볼만하긴 합니다.. ㅎㅎ
15629,보는내내 지루하지않고 재밌었어요
15630,1편이 훨씬 재밌지만 2편도 좋았다.
15631,1편을 보고 2편도 재미있을까 해서 보게 되었는데 천년 전을 회상하는 장면이 슬펐고 배우들이 실제처럼 연기를 잘해서 실감나게 보고 집중할 수 있었다. 그리고 1편에서 궁금증으로 끝났던것을 이번편을 통해 알게 되어서 ...
15632,영화 너무 재밌게 봤어요
15633,하.. 보길 잘했다ㅋㅋㅋ
15634,별로 .... 예측가능스토리1편이 더 재밌는듯
15635,그냥그럼.. 주지훈이 참캐릭터잘살렸음 마동석은 별로비중없음
15636,초반에 약간 느낀 루즈함을 마지막에 멋지게 묶어냈음.근데가끔뜬금포가..공룡뭐예요 진짜 ㅋㅋㅋㅋ
15637,너무쟁ㅤㅅㅣㅎ어쇼  꼽ㄴ 보내세요
15638,경수 ㄹㅇ 귀여워ㅜㅜㅜ ㅇㅅㅇ
15639,1편보다 지루했음.. 기대했는데 ..
15640,재미는잇지만 보다잠 그게모지
15641,가장무서운게 공룡은 다서 어이없는 설정이었음. '우리나라 cg가 이정도야'라고 보여줄려고 한것같은 느낌
15642,아들과함께1편두봤기에무조건봐야지하고봤음..그러나진짜너무재미없었다..지루하고내용도..ㅜㅜ아들도재미없다묘ㅜㅜ
15643,"어설픈 연기, 억지신파, 추가된 뒤죽박죽 스토리...헛웃음나오는 쥬라기공원씬. 상영관점령으로 인한 강제관객몰이는 가능할지 모르겠으나 집에서나 볼 킬링타임용. 강제관객몰이가 아닌 작품성으로 천만이 넘는 정직한 영화가 ..."
15644,요약하면 주지훈얼굴이 전부인 영화. 후반부 감동요소는 좋은데 그 요소를 이끌어내기 위해 앞 2시간을 졸면서 차사들의 과거 이야기를 들어야 한다는 게 좀 시간낭비하는 느낌. 성주신의 역할이 단순히 차사들의 과거를 알려...
15645,웹툰내용을 많이 담았으면 하는 아쉬움이있었네요성주신외에 다른신들도ㅠ나왔으면하는...할아버지와 손자를 슬프지 않게 마무리했다는거에 달랐다좀 지루한면이있었다ㅠㅠㅠㅠ
15646,아니 그냥 씹노잼임;;이거 호불호 ㅈㄴ 갈리니 생각하고 봐야됨
15647,1편. 같은거도 천마니 넘는 ㅋㅋㅋ 댕댕이 민족 ㅋ
15648,쏘쏘함 쏘쏘하다고 아놔
15649,"영화를 보는 동안 충분히 끝을 예상할 수 있는 스토리, 그럼에도 불구하고 잘 짜여진 이야기"
15650,재밌어용 짱짱 도경수 너무 연기잘해염
15651,평점을 안남길래야 안남길수 없는 영화입니다..  퍼펙트 다시 볼 예정입니다
15652,주지훈이랑 김향기가 ㄹㅇ 미친다
15653,유치하고 정말 재미없었어요. 보다가 중간에 나왔네요.
15654,작년 최고 영화는 신과함께 죄와벌올해 최고 영화는 신과함께 인과연
15655,재미있었음차태현 이 없어 아쉬웠어요
15656,개꿀잼...  갠적으로 1편보다도 재밌다..
15657,펀드 올라서 다행이ㅤㄷㅏㅋㅋㅋㅋㅋ나름 반전 강하고 재미있는 ㅠㅠ엄청 재미있게 봄ㅋㅋㅋㅋ 주지훈 개웃ㅤㄱㅕㅋ그리고 왜 망자 되기전에 쥬라기 봄ㅋㅋㅋ 작가애긴ㅤㄱㅏㅋ
15658,심오하고 반전이다..용서는 구할수 있는 기회가 있을때 하자
15659,전편이 더 잼나지만..나름 볼만함
15660,넘모 재미있워요 가나다라마바
15661,용서받을수있을때 용서해야한다는 말이 찐하게 와닿았어요!!
15662,너무너무 재밌게봄♡ 1편도 그렇고 2편도 그렇고 개인적으로 두번보구싶다고 생각드는 몇 안되는 영화였음!!!
15663,짱이에요 여러분 진짜 한번보세요 두번보세요 세번보세요 계속보세요 주지훈 김향기 사랑한다 진짜
15664,스토리가 탄탄해서 좋아요 !!!!
15665,"전편과 내용이 이어지며, 정말 감동적이었습니다. 완전 강추!!!"
15666,뭐디....재미없다는 글보고  안보고싶엇는데 1도 ㅤㅂㅘㅅ엇어서 2도봐야할거같아 ㅤㅂㅘㅅ는데  솔직히 2시간내내 재밋엇다... 1보다 훨씬 더재밋엇던거같다  재미없다는 평들이  알바같을정도로  정말 재밋게ㅤㅂㅘㅅ다
15667,너무 재밌게 봤습니다~ 1편보다는 살짝 아쉬움이 남지만영화를 보면서 많은 생각을 하게 하네요. 3편도 나올 예정인가요 ? ㅎㅎ
15668,1편을봤다면 이해하기편하고 보지않았다면 보고오세여~
15669,오랜만에 스토리 탄탄한 영화본듯ㅠㅠㅠ너무좋아요ㅠㅠ
15670,마블처럼 브랜드로 나오면 좋겠다
15671,한국영화의발전을 느낄수 있었어요
15672,1편보다 별로였어요.너무 억지스러운 부분도 많고...부자연스럽고
15673,스토리도 좋았고 재밌다.쌍천만 가즈아
15674,재미있어요ㅋㅋ 빵빵 터지면서 봤네요
15675,1편에 비해 잼없음 스토리가 먼가 엉성함 공룡은 왜 나오는지 ㅜㅜ 아쉽다
15676,마지막 재판장면이 좋았습니다.
15677,3편도 나왔으면 좋겠다는 생각을 계속 들게 한 영화다.돈과 시간이 제일 안아까웠던 영화근데 성동일은 왕에서 은행원으로 환생한거??ㅋㅋㅋ
15678,"뼈를 갈아넣은 CG와 배우들의 수준급 연기, 억지스러운 재미, 한국인들의 감성을 자극하는 뻔한 스토리"
15679,짱 재밌었고 3편도 기대된다
15680,솔직히 1편보다 별로... 지루했음
15681,영화가 너무 설명충인거 빼고는 좋았다...
15682,덕을 쌓고 착하게 살아야겠다는 생각을 하게 하네요
15683,신과함께 인과연 재미있고 강력추천합니다.
15684,1편은 감동의눈물 2편의 감동의 소름...소름 계속돋음
15685,"또 1000만 가냐? 가면 3,4편 가자"
15686,완전재밌음 일산cgv에서 봤는데 막판에 더워서 OO뻔
15687,스토리가 탄탄했다. 원작이 대단함을 느꼈다. 영화자체는 조금 늘어짐이 있지만 여러가지를 세세히 다 설명하고 이으려다보니 그런거라 생각한다. 그러나 스토리 자체의 구성과 짜임만으로도 이미 감동 그 자체. 난 이런류의 ...
15688,진짜 주지훈쩔었다 대박
15689,주지훈 ...너무 잘생겼어요..><
15690,역시 후속편이 전편을 넘기는 힘든 듯... 너무 많은걸 담을려고 한게 흠... 그래도 평타는 넘음..
15691,속편이라 기대하지 않았는데 재미있음
15692,1편이 더 재밌었습니당ㅜㅜ
15693,1편보다는 살짝 약했지만 되게 재미있었습니다!!
15694,다음편도  기대해봅니다~~! 또 나오나용?
15695,초반에 살짝 지루하고 공룡에서 멘탈 터졌지만 그래도 진짜 재밌었음 주지훈 머리 내린거에서 치이고 잔망에 또 치이고 반전에 반전이라서 더 재미있었음
15696,그래픽보다 내용에 충실해라. 알바쓰지마요
15697,그래픽 어설프지만 재미있으니까 10점
15698,내가 본 영화중에 최고의 영화. 내 가슴속에 깊이남을거 같아요 1편처럼 개그있고 또 감동적이에요그런데아이가처음에OO
15699,주지훈연기개쩔고3명이 인연이있었다는거에 소름돋고1점짜리주는얘들 이해안감자기들이 영화만들어보라고 하고싶음진심 3번울고 쿠키영상도 울었음 ㅜㅜ
15700,재미잇었어요 진짜 재미재마
15701,잘보고 왔습니다~~~
15702,진짜 인생영화..1편도보고 2편도 봤지만 볼때마다 많은걸 느끼게 해주는 영화 기회가 되면 한번 더 보러가야지~~
15703,일단 재미있게 봤습니다 내년에 3편을 기대합니다
15704,나만 넘 재밌던가..?
15705,진짜 기대이상이였습니다ㅎㅎ전 공룡도 신선햇어요ㅎㅎ
15706,1편이 더 재밌었음. 아무래도 1편의 영향때문인지 비슷한 느낌을 받아서 그런지 기대보다 재밌진 않았음. 그냥 무난한정도~
15707,우리나라 영화 중 시리즈가 기대되는 영화는 보기드문데 신과함께는 1보다 2 의 스토리 구성이 탄탄했어요 각자 배우들의 특징도 더 잘 살아나며 차태현다음 김동욱의 역할도 정말 비중이 잘느껴졌고 주지훈 ...해원맥의 스...
15708,웹툰과 많이 틀린 거의 새로운 창작품임. 시나리오 작가가 존경 스러움
15709,1편보다 나은 2편 우리나라 영화의 cg가 이렇게 보기 편한줄 몰랐네요
15710,가족들이랑 같이 봤는데 재밌었어요!
15711,누가 초반에 별점테러했냐 개봉한날 보러가려고 예매했다가 평점 6점대라 취소하고 폴아웃 봤는데 ㅡㅡ 절대 6점대는 아님 볼만함 웹툰 본 사람이라면 더 재밌을듯 난 좋앗음
15712,시간 때우기용 코리안 블록버스터... 그래픽 좋음.
15713,1보다재밌다 근데나만하정우가젤불쌍하다고느꼈나..?
15714,"대충 대충 넘어간 재판, 귀인은 뒷전이고 마지막 재판 내용 조차 강림이 주인공이었음귀인인 이유도 없고 그냥 대충 끼워넣고 차사들 과거 이야기 하기 바쁘고 성주신도 과거 옥황 옆에 있더만결국은 과거 얘기 풀어주고 사라..."
15715,이번에도 역시 내스타일 1 2 둘다 재밌음
15716,주지훈 사랑해요ㅠㅠ 연기력진짜 최고임ㅇㅇ 또보러 가야지ㅠㅠ
15717,전편보다는 이번엔 주지훈이 살려버렷네
15718,1편이 더 잼이난 느낌이에요
15719,이게 OO 영화냐 올해 워스트중에 하나로 손꼽는다
15720,문화와 정에 호소하는..
15721,댓글평이  좋은데 나만 별룬가?
15722,1보다 나음 재밌긴 한데 공룡은 뜬금포였음최대한 넓은 상영관가서 볼것원작 읽고가도 재밌게 볼만했음성주신말고 변소랑 밥통 나올 줄 알았는데 안나와서 의외였음. 근데 그게 더 깔끔해서 나은듯총평으론 돈아깝지는 않음 재밌...
15723,주지훈 앞머리 내렸을때 심멎..ㄷㄷ
15724,이번 편은 주지훈이 오진다
15725,진짜 너무 재밌게 봤어요 !!! 시즌1땐 김동욱 대박이였는데 이번엔 주지훈 너무 인상 깊어요 !!! 꼭 보세요 .. 후회 안해요 ??
15726,대박이다 감탄사밖에 안나온다
15727,마동석 너무 귀엽고 주지훈 머리내린거 ㅠㅠ 1편보다 더 재밌었습니다!
15728,"너무 재밌습니다 레알로, 알바 땜에 낚일 뻔하고 안볼 뻔했음"
15729,코믹하고 내용있는 영화이다
15730,차카게살자라는 교훈을 주는영화
15731,다음 편이 기대 됩니다재미있게 잘봤어요^^
15732,"저는너무재밌게봤는데 혹평들이많네요..1편처럼 너무신파는아니였어요그리고 삶과 실수, 용서와 잘못에대해 생각해보는교훈을주는 영화였어요"
15733,1편은 2편을 위한 것~3편이 기대된다
15734,1편이 더 재밌긴하네요 호불호 많이 갈린다고 하던데 왜 그런지 알 것 같지만 불호까지는 아님 이 정도면 재밌게 볼만함
15735,마지막까지보고가세여ㅠㅜ 극소름입니더ㅜ
15736,기대가 너무 컸나봐요 배경이 1편과 똑같아서 조금은 실망주지훈씨 멋지게 나오네요
15737,주지훈 하드캐리..재밌어요!!
15738,전편보다 생각보다 재미가 영..
15739,주지훈 와꾸 때문에 8점 줍니다
15740,용서도 때가 있다.너무 늦지 않기를.
15741,중간에 지루하다 구구절절 스토리 압박
15742,진짜 반전에 반전이어서 와 진짜 대박이란 말밖에 안나왔다..기대하고 봤는데 기대를 저버리지 않았어 너란 영화....
15743,주지훈 김동욱 빵터ㅤㅈㅕㅅ어요 개인적으로 1편보다 더 재밋엇음
15744,"스토리도 좋고 주지훈도 좋다,,"
15745,개봉 당일 조조로 보러갔는데 정말 들 대부분이 웃으면서 봤음개인적으로 1편보다 2편이 더 재밌었던거 같고다음도 얼른 개봉했으면 좋겠다 ^^7댓글 알바다 뭐다 하는데 관련도 없는 영화 찾아와서 미션 운운하며 별테...
15746,1편보다 재밌게 봤어요
15747,"평이 안좋아서 기대 안했는데, 오히려 저는 1편보다 재밌었어요!!!반전도 있고~꿀잼!"
15748,"몰입도 있게 풀어놨지만 뻔한전개와 내용, 뻔함에도 맛있게 풀지 못한듯 스토리연출이 망친 전형적인 한국영화, (용서)속뜻은 좋았지만 막판 질질 끌어서 몰입도  개인적으로 여운이나 이런 반전이다! 라는 메세지를 주려는게..."
15749,재미는 있으나 1편의 참신함이 익숙해져 버려 큰 재미를 느끼진 못함
15750,"적당히 잘 엮었네요, 동현이네 집 얘기가 좀 허술했지만 재밌었습니다."
15751,재미있었어요~~실감나고.쥬라기도 보고~^^
15752,완전 재밌어요!!강추합니당 꼭 보세요
15753,아 주지훈... 개매력터짐 ㅠㅠ
15754,한국영화에 어울리지 않는 CG실력
15755,"전개 너무 느리고 , 질질 끈다는 느낌이 너무 다분함. 보는 동안 하품을 몇번 했는지 모르겠다"
15756,별루... 유치... 걍 볼 정도... 기대작 아님~~
15757,재밋게 잘 봤어요~마지막 소소한반전 감동이네요~
15758,마지막으로 갈수록 어그로가....웹툰 보신분들은 웹툰만의 잔잔한 감동의 기억으로 남기시길..
15759,기대가 컸나 좀 졸렸다 더워서 그런가
15760,1편은 재밌게 봤었는데2편은 지루하게 봄
15761,반전 : 없다개그 : 없다감동 : 없다스토리 얻다 두고 온거..
15762,영화는 좋은데 저승은 가ㅈ같은회사다 적폐다 적폐
15763,방금 봤는데 재미있어요.
15764,1편보다 지루했어요....
15765,나는 개인적으로 너무 좋았음
15766,전체적으론 재미있었어요 가족과함께보니더 좋았습니다
15767,"1편을 봤다면 적극 추천드립니다.단, 1편을 보지않았다면 내용을 이해하기 어려움 점이 있으니 참고해주세요"
15768,쥬라기월드패러디는좀~~~마동석은 왜 나온거야??
15769,1편보다 나은 2편...
15770,가족들과 재미있게 봤어요~
15771,끝은 반전에 반전이고 주지훈 진짜 대박
15772,너무기대하고 봤는데 1편보다 영 지루하고 시간이 길게 느껴짐
15773,"아 좀 지루했슴,,,,아쉽"
15774,너무 실망스러웠다..
15775,진짜 거짓말 안하고 영화표가 안아깝다
15776,애새끼들 데리고 영화보지마라존나 계속 발로 차고 비명 빽빽대고OOO 애새끼가 내 머리 잡아당겨도 머라안하네?좋게 말해도 들은척도 안하고 사과도 안하고미친것들지옥간다 니들같은것들은
