,text
10374,저는 1이 더 좋았네요~ 2편도 재밌었어요 아예 포커스 자체가 달라서
10375,1편보고 기대이하라서 불안하게봤는데 2편이 훨 재밌었네요.
10376,또보고싶어요... 완벽했습니다ㅠㅠ
10377,워낙에 1편이기는 2편이 없듯이 확실히 신선도 면에서는 전편에 비해 약했다. 반전은 마지막이 예상도 못했던 것이라 확실히 반전이라 할 만했다 .
10378,"완전,완전~~~~짱..!!!!저는 넘넘재밌게봤어요..,"
10379,볼거리  즐길거리 모든것 충족
10380,"1편 죄와벌 보다 더 재밌게 봤음 ㅠㅠ 그리고 해원맥한테 치임,, 근데 공룡 나오는게 왜 이해 안간다고 하는걸까,, 평소 무서워하는거 나타난다 하길래 나는 좀비생각했었는데ㅋㅋ 각자 생각하기 나름이지않나? 암튼 난 웃..."
10381,삶을 다시 생각하게햐주었음 1보다 더 재밌었음
10382,웹툰을 봐서 그런가 너무 실망스러웠음. 스토리를 이것저것 우겨넣다보니 지루함 조연들의 연기도 오버스럽고 뜬금없는 쥬라기월드에 마지막 반전부분도 개연성이 없어서 그닥 놀랍지도 않았음 1편에서 진기한을 빼더니 2편에서도...
10383,"작가와 감독이 고려역사를 좋아하던지, 도깨비 전생장면을 너무 좋아한 이들이던지.. 천만 대기관객에, 이정재 하정우 주지훈 김동욱을 데리고, 아침막장드라마를 찍었.."
10384,이 시리즈가 왜 안티가 많은지 모르겠다.  배우들 연기도 완벽했고 제일 중요한 요소인 '재미'도 있고 cg도 어설프지 않았고 놀이기구타는것처럼 긴장감도 완벽
10385,그닥 지루한감 잇음 차사들 과거이야기
10386,뻔한 내용에 화려한 배우진과 cg영화 하지만 결국 지루한 신파 영화였음 연출과 묘사가 설득력 있었다면 재미가 있었겠지만 4시간도 부족했는지 너무 많은 내용을 우겨넣다보니 산만하고 지루했음.그리고 감독이 노골적으로 ...
10387,후기 처음 남겨봄...젠장
10388,어탸워너어어오노뉴어러
10389,신과함께 인과연이라는데 실상은 영화보다 집가연
10390,1점주는 알바들때문에 8점줄꺼 10점준다.1편보다 훨 재밌다 진짜다!
10391,호불호가 많이갈리네요저는 좋았어요부모님도 좋았다고 하시네요
10392,일편보고  이편보고 재밌게 봤어요~
10393,나는 어찌 이렇게 영화를 만들지? 싶을만큼 몰입해서 봤는데.... 복선보고 박수치고 나왔습니다.
10394,진짜 존 재미없음 잤다잤어
10395,1편 재밌게 봐서 기대 했는데 성주신은 무슨 차사들한테 전래 동화 선생짓만 해주고 끝나네... 이승편을 기대 했다면 안보는게 좋은 선택일듯 차사들의 서사만 구구절절. 온갖 해괴한 CG들의 연속
10396,불면증 치료 영화입니다
10397,내가진짜알바아니고 이런글 안올리려했는데 실망실망이런실망이 없다 입가에 미동1도없음 끝나고 헐하고 나옴
10398,음 1까지만 만들엇어도 좋았을 텐데 갑자기 쥬라기 월드가되다니
10399,솔직히 신과함께1이 너무 감동적이고 재밌어서 2부에 너무 큰기대를 햇다는 생각이 들기도 했는데 그래도 엄청재밌었어요 2번볼만큼 재밌었어요!!!
10400,"이제 곧 걸작선에 올라갈 영화입니다.걸작선에는 데자뷰,리얼,염력이라는 영화들과 함께합니다"
10401,이 영화를 끝까지 본 내가 귀인이다...ㄹㅇ
10402,인과 연이라는 제목에 맞게 처음부터 끝까지 힘있게 스토리를 밀고나가는 것이 좋았고 다양한 캐릭터들의 합도 돗보였음. 오락영화로서는 아주 훌륭한 점수를 받을만함
10403,상영관 독점 너무 심함.. 내용은 너무 루즈하고... 주지훈이랑 향기 비쥬얼만 실컷 관람하고 옴...
10404,보고 글 쓴 사람과 그냥 글 쓴 사람 차이가 난다. 온 가족이 다 봤다. 재미있다.
10405,공룡은 진짜 너무했다 ...
10406,신과함께 원작에 엄청난 팬으로써 1은 정말 너무너무 실망했는데 인과 연은 진짜 괜찮았음 마지막에 끝난 줄 알고 나가던 관객들 다들 멈춰 설 때ㅋㅋㅋ좀 웃겼음
10407,개인적으로 1보다 더 재밌었음!! 별점 테러 안타까워서 10점
10408,길긴 한데 나름 잼있었음근데 미션도 보고싶넹ㅋ
10409,1편보다 더 유치한데 더 재미없음 ㅠㅠ 주지훈하고 김향기 부분만 좋았고 나머지는 별로... 그냥 집에서 vod로 볼 딱 그 정도
10410,연기는 겁나 잘하는데 내용이 별로..
10411,주라기공원 한국판인가? 스크린쿼터제는 폐지 되어야 한다! 한국영화는 병들었다!
10412,공룡이 뭐냐 어이없다 1편에서 끝났어야
10413,반전에 반전 영화시간 내내 지루하지않고재밋엇다
10414,스토리가 탄탄해서 재미있었어요~~!!!
10415,개인적으로 매우 맘에듬 ㅇㅇ ㄹㅇ
10416,온 몸에 소름이 끼치고 반전도 오지드라...
10417,조금 지루한 점도 조금 있었는데 재밌었어요.  그러나 전 죄와벌보다 이게 더 난거 같은데? 그리고 쿠키영상은 대반전이에요. 꼭 보세요
10418,진짜 너무 재미있고 안보면 후회
10419,물타기 오지네 ㄷㄷ 재밌더만
10420,와 진짜 기대를저버리지안는 영화다
10421,어마어마한 비밀이 밝혀지는 2편이네요 ~ 1편보다 더 재미있게 봤어요~ 성주신이 마지막에한 그말이 귓가에 맴도네요~
10422,앞머리 내린 주지훈 쩝니다 떡밥 크으으
10423,아깝지 않은 7000원이었다
10424,하 진짜 이렇게 영화다운 영화에 여운이 남고 다시보고싶은 영화는 신과함께 너가 처음이다 진짜 평가 1준 사람들은 진정한 영화를 볼줄모르는 찌래기들 인거 인지용~?
10425,스토리가 잘 짜여진것 같았어요 재밌고 교훈도 주고 잘봤어용
10426,재밌어요 대박 흥미진진해요 ㅠㅠ
10427,1편을 너무재밌게 봐서 기대를 많이했는데 지루하진 않았지만 재미있진않았어요
10428,마지막에 서서본사람이 반일듯 ㅋㅋㅋ
10429,와 진짜 와....몇번 울었는지 모르겠어요근데 몇번 웃었는지도 모르겠어ㅠㅠㅠㅠ혼자 보러갔는데 잘 본거같아요 ㄹㅇ주지훈 머리 내린거보고 반하고 갑니다ㅠㅠㅠ
10430,꿀잼이다.. 보러가자..
10431,길어서 좀 지루했지만 전편만큼 유쾌한 2편
10432,와진짜 재밌어요.. 신과함께3도 나오죠jQuery22409514316754889888_1533128999591ㅠ
10433,주호민 작가님한테 사과해
10434,1부보다 나음. 재밌는 가족 영화
10435,이 영화는 평점이 1점 아니면 10점인데 보면 그 이유를 알게됨. 10점 주는 사람들 용씁니다여...
10436,"반전의 반전을 어떻게든 만들기위해 억지짜집기어떻게든 한번씩 웃겨보기위한 뜬금없는 드립들너무나도 정신없어서 집중도가 너무떨어짐불필요한 장면,대사가 너무많아서 진심으로 이제좀 영화가 끝났으면 하게 만든다."
10437,개재미있는데 꼭보세여
10438,1편은 너무 즙짜려는게 보여서 별로였는데 2편은 억지 신파가 없어서 볼만했음 다만 개그설정이 과하다 싶을 정도로 많아서 별점마이너스줌
10439,와 저는 10점보면 알바같은데 이번에는 1보다훨재밌고 스토리 탄탄하고 3가 정말 기대되요 ㅠ ㄹㅇ 올해 최고영화 굳 마지막 쿠키 꼭보세요
10440,원작을 뚜드러 팼다...
10441,중간에 쥬라기월드인줄ㅋㅋㅋ 난 재밋게 봤음.. 웬만한 느와르 영화빼곤 다 좋아해서
10442,뭐래 평점 1점이 알바같은데 난 존잼이였다
10443,주지훈 바람 날린 머리 하다가 앞머리 내릴때 숨멎
10444,난 정말 재밌다고 생각해요 꼭 보러가면 좋겠어요
10445,뒷부분에서 갑자기 내용이 빨리 전개되었지만 볼만 함
10446,^^난 재미있는데...jQuery22407622728627652051_1533122463955
10447,꿀잼ㅜㅜ두시간 순삭임
10448,3편을 위한 큰그림인가... 좀 지루하긴 했으나 뒷부분이 충격적
10449,개잼있노..최고다요
10450,진짜 개꿀잼인데 명점왜이래
10451,2편이 더 재밌다 기대할만 했음
10452,역시 모든건 원작파괴하면 안됨
10453,진짜 이 영화는 꼭 봐야합니다!!1보다 더 재미있고 시간 가는 줄 모를 정도로 집중이 잘 되었습니다 ㅎㅎ 특히 중간중간에 재밌는 코미디 요소가 좋았습니다! 그리고 주지훈님 연기를 너무 잘하셔서 입덕했습니다!! ㅎㅎ
10454,용서를 구하는 것도 때가 있는 법
10455,노키즈존 시급하다...
10456,미션임파서블이나 한번 더볼걸
10457,아 너무재ㅣㅆ어 ㅁㅊ ㅠㅠㅠ
10458,왜 별점많이주면 알바라하지?난 재밌게 봤는데 내친구도재밌다고하고
10459,반전의반전의반전의반전
10460,전작이 재밌어서 기대를 너무 많이한것같아요...아무튼 나름 재밌게봤어요~
10461,배우들 연기에다가 반전을 거듭하는 스토리...정말 재밌었어요
10462,평점 왜케 안좋게줘? 저건 진짜 알바인듯... 초중반까지 흐름이 좀 루즈한감은 있었음..이번 편에서는 주지훈이 완전 오졌다. 원래 주지훈 팬이기도하지만  과거씬에서 진심 멋짐 대박.. 마지막에 끝난줄 알고 사람들 나...
10463,"한국 드라마 20편을 2시간 30분 동안 압축 시킨 느낌임. 제목 , 해원맥 정체 보자마자 염라도 혹시? 싶었는데 혹시나가 역시나더라"
10464,알바아닙니다 영화관에서 사람들 다 웃으면서 보거나 나올때 잼있었다고 하던데.. 주관적이지만 이정도 평가를 받을만한 영화는 아니라고 각함 미리 시나리오가 상상되도 재미있었음 여기 평점보고 안갈려고 했는데 이미 예메해서...
10465,조조로 미리 예약해 남편과 아이랑 봤어요.꽉 채워진 관객보고 놀랐는데..그럴만한 영화는 아니라고 생각했네요.열살된 딸은 지루한지 음료먹느라 집중도 안했구요ㅜ
10466,볼만한거같습니다 1편본사람 한정
10467,난리법석  중구난방  띠용?공룡  지루해요  진짜평점알바들 뭐여ㅠㅠ
10468,"기대보단 덜했지만 재미있었어요. 다만 차사들 과거를 중간중간 성주신이 말해주는게 좀 오그라든달까? 그리고 세사람 관계가 티나게 드러나서 딱히 반전이라고 할만큼은 아니지만, 그렇다고 막 억지스럽지도 않았어요"
10469,정녕 대한민국은 알바의 천국인가
10470,1점이 알바냐? 수유 롯데시네마 조조로 ㅤㅂㅘㅅ는데 나는 재밌던데...
10471,진짜 재미있고 감동적이었는데 여기 악플알바생들 개많네 할 일 졸라 없는갑네ㅋㅋ
10472,1편에서 끝내야했다새로울것도없고 신선하지도않다
10473,난 아직도 1편을 천 사백만이나 봤다는게 이해가 안가지만2편은 좀 낫겠거니 하고  별 기대 안하고 봤는대...역시나 못 만든다....
10474,지루함 지루함 지루함 진짜
10475,헤헤재밌뜸니당 짱재밌어요
10476,1편보다 스토리가 좋았는데.  난 너무 재밌게봤는데..음. 평이별루네..
10477,사람마다  차이는  있겠지만  1편에  이어  2편  역시 그냥  킬링타임용  영화로도  부족하다. 김도욱 연기  진짜  넘  오바아니냐? 왜 저렇게  당당하고  겁도없다가  공룡이  무섭데  ㅋㅋ ㅋㅋ
10478,좀 많이 아쉬워요... 스토리가 우선 난장판... 캐릭터도 난장판... 그냥 난장판인데...
10479,스토리 짜임새등 솔직히 이 웹툰을 이 보다 더 각색하여 만들순 없다. 감독님 대단.. ㄷ
10480,억지 신파는 줄어듬 유머늘어남 그런데 전개가 다읽힘 어디서 반전주려는지 솔직히 다알겠더라 그래도 영상은 볼만했음  그리고 3를 암시하는듯한 마지막 장면 3도 나오면 볼 의향은 있으나 여러번은 안볼것같음 아름답게 2에...
10481,쓰레기들  또 독점하네 ㅡㅡ
10482,좋은 재료를 잘 못 엮음. 하나하나는 좋은 장면인데 전체적으로는 산만하고 뻔하고 지루함. CG는 합격
10483,밑에 댓글중 9시1분에 어떻게 댓글 다냐고 한 분한테 대답드릴께요. 부평역사 롯데시네마 첫 상영시간 07:05도 있습니다
10484,볼만했다   사이사이 코믹요소도 넣고 마동석과 주지후의 조합은 새로웠다 ^^
10485,나만 재밌었나 ...?
10486,정말 재밌었던 것 같아요
10487,다시 보고 싶습니다~!
10488,"오늘 개봉하자마자 조조로 보고 왔는데, 1편의 재미와 감동.. 그대로 느낄수 있었네요. 천만은 그냥 넘길듯."
10489,완전 재밌는데요ㅋㅋㅋ흐 돈 하나도 안아깝다
10490,완전 대박이예요~♡ 특별히 초등학교 아이들과함께보기 딱 좋아요~아이들이 좋아하는 그넘들이(~~비밀입니다 영화보세요^^)나오다니ㅎㅎ시간가는 줄 모르고 봤어요?
10491,영화는 실패했지만 해원맥은 멋있었다
10492,좀 루즈하긴 했어도 이야기를 풀려면 어쩔수 없는듯. 반전에 반전에 반전임. 마지막에 배우들 이름 나가고 절대 일어나면 안ㅤㄷㅙㅁ. 끝에 마지막 반전이 있음
10493,그렇게 지루하진않고 볼만했음..근데 큰기대는 안하고 가는게 좋음감독이 시즌2를 만들기위해 시즌1을 만들었다고 해도 과언이아닐정도로 자기가 생각해도 너무 잘만들었다고 해서 너무 큰기대를 한게잘못이었음..신과함께1보다 ...
10494,이거 반전 영화인가요jQuery22408523624753248724_1533095690633?
10495,2편 자체로는 그렇게 재밌진 않아요 .. 1편이랑 이어지면서 보면 내용자체는 너무 좋아요 !!!
10496,차사들 과거 스토리 양이 많은데 그걸 보여주기 급급해서 전개가 급하고 뻔하다. 해원맥 주지훈이 살리고 스토리 자체는 괜찮아서 별점높게주지만 스토리를 풀어내는 감독역량이 부족하다. 앞부분 공룡같은거 빼고 스토리풀기에 ...
10497,서술방식 고전 옛날이야기같은 억지서술 쓰레기캐릭터성 원작을 하나도 존중하지 않은 쓰레기공룡? 재미도 패러디의 가치도 없는 쓰레기그저~우리 회사는 이런cg도 할줄알아요 포트폴리오일뿐
10498,와 완전 유치하다 이게머지?
10499,올해 본 영화중 최악 20세 이상은 보지 말길
10500,알바평이 많네  좌파  드루킹 댓글알바처럼  ㅋㅋ
10501,신랑이 20분간격으로 재밌어?  계속 물어봄ㅡㅡ그나마 막판에 좀 울어서 2별줌공룡나올때 진심 신랑한테 미안하다고 했음
10502,와! 스크린 쿼터제 스크린 독과점으로 미션임파서블 제쳤네?
10503,"뻔한 스토리 반전은 없었다,,,, 전편이 더 재미있었고 신선하며 감동적이였다."
10504,시간아까웠음... 공감 전혀 안되는 등장인물들과 유치한 오버 연기.. 어쩌라는영화인지 ㅋ
10505,1편보다 훨 재미없ㅇ.ㅁ
10506,한국영화를 30년 퇴보시킨 유치뽕짝영화
10507,진짜 와 평점  알바생들한테 속앗다
10508,신파극이 한국 수준
10509,설정이 안맞는 부분이 있었고 개인적으로는 기대 이하였던 것 같습니다. 보면서 살짝 따분했습니다.
10510,전편보다 노잼 역쉬 전편이 최고
10511,재미없음...  일반드라마보다 못함 ㅜ
10512,원래는 한 6~7점 주고싶은데..댓글평점이 너무 높아서 평깎하려고 4점드림일단 지루함. 특히 초반.
10513,원작의 팬인 저에겐 최악이었습니다...1편을 보기전 느꼈던 불안감이 1편에서는 오지 않고2편에서 터졌달까요...원작의 캐릭터만 가져다 쓰고 스토리를 너무 맘대로 바꿔서공감을 하기가 어려웠네요 좋은 평을 주기는 어렵습...
10514,어떻게 한 영화 안에서도 설정이 파괴되지
10515,작품의 완성도 보단 오로지 돈 벌 생각에 너무 생각없이 만들었다
10516,음원조작도하는시대에 평점조작은  식은죽먹기다
10517,유치해요....공룡갑자기 뭐죠....
10518,노잼노잼끼워맞추기쩐다
10519,별로임 도대체 이건 언제끝나나 이생각을 다섯번넘게한듯 어떻게든 눈물짜내게 할려는 억지스러운 스토리....
10520,아.  . . 보다나옴 노잼. . .
10521,불필요한 장면과 cg로 범벅된 영화감독은 관객의 수준을 상당히 낮게 파악하고 있는지 개연성이 하나도 없음 돈아까워서 너무 화남작품의 주제는 저승에서도 혈연과 지연이 있다면 반성하고 성찰할 시간을 준다는것 물론 환생도...
10522,쥬라기 공원이냐며...
10523,내용은  있는데  지루하다
10524,독과점이야 말로 갑질 아닌가
10525,쥬라기월드  랩터에  웃엇다 ㅋㅋ
10526,친구에게 추천할만한영화는 아닌듯...
10527,1보다는 나은데 둘다 별로
10528,오달수 다시 넣어라 팜관색기 개극혐 십노잼
10529,너무 어거지다 주지훈만을 위한 영화
10530,많이 재미없는데 나와 같이 본 매형도 많이 재미없다 했고 누님은 좀 괜찮긴하지만 1편보다 못하다함. 좋다고 10점 평하는 사람들 어찌 10점씩이 된다말인가 대부분이 영화 댓글 조작단 즉 알바생들인거  같다는 생각 나...
10531,초반에는 재미있다가 후반에 재미없음 초반에도 장면전환이 너무 빨라서 작품의 몰입도가 떨어짐 이승에 얘기하다가 갑자기 차사들 전생얘기 나오고 개인적으로 1편보다 재미없음
10532,전개가 별로여서 지루함
10533,진짜 알바아니고 존나 재미없음 20분보다가 지루해서 조금 자고 일어나서 좀 보다가 걍 나옴 시간돈 존나 아깝다 1편이 훨재밋고 뭘보여주려는건지 도대체 감이안옴
10534,남돈 펀드해서 사채 쓴게 게그코드? 마블리는 얘기해줄려고 존재하는 캐릭터 이상이하도 아니다 심지어 철거민의 고통도 벽화로 아름다운척 덮어버리고 형은 엄마만 부르짓더니 이편에선 어머니 소식도 궁금해하지도 않으면서 차사...
10535,이도 저도 아닌 중구난방 쓰레기
10536,왠만해선 제가 이런말 안하는데 어메가 없네요 와..ㅡㅡ 진짜 재미ㅤㄴㅓㅄ어ㅓ
10537,너무너무너무너무 지루해서 잠 ㅠㅠㅠ
10538,진심 재밌다구요? 갠으로 리뷰 관대한 편인데 예고편보다 1편 별루였고 2편은 더 지루하기 까지; 배우가 아까울정도로 스토리에 와닿는 감동도 없고 1편은 수홍때문에 터지는 장면이라도 있었지..모든 순간이 장황한 여진족...
10539,마블리 보러갔다가 덮지훈에 치이고 갑니다(코피펑)
10540,잼잼이예오이아이오으다
10541,냉정하게 별로던데 별로라던 친구말 듣고 기대 안하고 가서 봤는데도 별로더라
10542,"원작에 한참 못미치는 영화cg가 너무 유치하고 억지로 끼워맞추느라 바쁨,,지루하진 않지만 굳이 시간, 돈 내서 볼 영화는 아닌듯 합니다"
10543,갑자기 공룡 너무 억지스럽다
10544,진짜 이렇게 정리가 안되는 영화는 처음 본다.최악이다
10545,"호불호 극갈리는거 느껴지는게, 제 친구들도 (엄청재미있다 / 개별로다)로 나뉘어요. 1편보다 연기랑 연출이 더 오글거려서 힘들었어요. 뛰쳐나갈 뻔한 영화는 ㄹㅇ 처음.. 항마력 테스트 받는줄.. 끝까지 본 나. 왜 ..."
10546,1편 누적관객수 쩔길래 예고편을 이상하게 만들었나 영화는재밌나 생각해서 영회관에서 보고 뭐이런영화가 .. 돈 너무 아까웠고 심지어 시간도 ㅡㅡ 청년경찰 독전 이런 영화가 더 흥행하는게 광고되는건 이해 이게 영화라고 ...
10547,신과랑 미션 둘중 뭐볼까 고민한다면 미션이 훨 재밌음
10548,ㅡㅡ  옆옆분  자고ㆍ옆분 하품 하시고
10549,객관적으로 1편보다 몰입도가 떨어진다.
10550,재밌어용 마지막에 극소름..;;; 볼 만 하네여
10551,너무지루함.. 공룡이 거기서왜나와jQuery224044221472335197276_1533686167269
10552,1편도 그닥이였는데 2편은 더별로임...메인인 과거얘기는 뻔하고 1편에 나왔던얘기를 2편에도 우려먹어서 흥미도 떨어지고 지루함 별로 감동적이지도 않음 500원 타먹을라고 원래 리뷰 대충10자만 채우는데 이건 너무 실...
10553,내돈 아까워라 보는 내내 잣다
10554,걍 개꿀잼....10자
10555,1편 찍을 때 두루두루 같이 찍고는 대충 편집 짜집기해서 급하게 개봉한 게 눈에 보일 정도로 허술합니다..
10556,자다 나왔다 씨부레 인랑은 걸렀는데 이걸 못 걸렀네 3편 나오면 죽이러간다
10557,2편도 보기 잘한 것 같음
10558,쥬라기공원을 찍고싶었으나 눈물 짜고싶어서 신파함께를 만들었다 ㅋㅋㅋ
10559,8월 6일 신과함께 를 본자로써솔직한 리뷰 작성 하겠습니다우선. 1편처럼 2편도 보다보면. 스토리전개 지루합니다 영상미 ㆍ중간 코믹도있지만 지루한부분들은 어쩔수 없네요의외 반전들이 있어서 보기는 좋아요기대하며 극장에...
10560,두 번 봤다. 처음 볼 땐 이야기 전개 방식이 웃겼다. 그래서 어떻게 됐는데? 하고 이야기가 넘어가는 그 방식이 웃겼는데 두 번째로 보니까 왜 그렇게 할 수밖에 없었는지 보이더라. 나름 스토리 잘 정리하려고 노력한 ...
10561,또 보고싶음 빨리 3 나오길. ㅠㅠㅠ
10562,용화야 ~ 이게 영화냐?
10563,1편보다 별로입니다 1편은 교훈 감동이 잇고 만족해서 기대하고 갓지만 2편은 스토리전개도 너무 산만하고 주지훈 오바치는거 보면서 왜저러는지도 모르겟고 보면서 스포보지않앗는데 하정우가 형인거 금방 알겟음 보면서 폰으로...
10564,처음으로 잘뻔했음 공룡은 개뜬금없고  댓글알바보소
10565,애들 놀거리 좀 만들어주자 얼마나 놀게 없었으면 이런 영화를 보고 10점씩 주면서 재밌다 그러냐
10566,솔직히 진짜 이건 아니잖아 1편 본사람으로써 궁금하고 기대감에 보긴 했지만 진짜 10점 주는 애들땜에 나라도 1점을 줘야 겠다는 사명감이 생기게 만드네스토리 망하고 1편에서의 짠하던 슬픔은 온데간데 없고 억지눈물 짜...
10567,차라리 클레멘타인을 한 번 더보는 것이 나을뻔 했다.
10568,좋은 스토리를 연출로 망치는 몇 안되는 망작.
10569,평점 맞추자... 오바야
10570,왠 공룡이야~~~~ 미치것네~~~
10571,아... 진짜 두시간 반짜리는 아니다... 개연성도 없고 왜케 질질 끄는건데;; 1편 재밌게봤는데 실망
10572,너무 모든 상황을 말로 때우는 느낌....지루했음..ㅠㅠ 랩터는 대체 뭐지..
10573,별로요. 어제봤고요. 알바아닌데요천년전이야기 자체가 재미가없었어요일편이 훨 나은듯.루즈하고 지루했고요.
10574,그닥... 전편에 비해 스토리 내용이 너무 짜집기 해놓은거 같아서 내용부분에선 재미가 없었음...
10575,전작보다 더 뛰어난 영화
10576,보다가 잤다. 1편보다 재미없네
10577,그냥 집에서 드라마 봐라 잼없다
10578,다들 낚으려고하시는건가..
10579,노잼노잼노잼노잼노잼노잼
10580,다들 나만 죽을 순 없다고 생각해서 재밌다고 하는 건가
10581,"졸리다, 유치원생도 저게 뭐냐고 비웃는 그래픽수준, 전개와 상관 없는 뜬금 없는 스토리 전개"
10582,극장에서 보기 너무너무 지루함. 안그래도 더운데 2시간반동안 재미없어서 끝나고 뚜껑열림! 옛날사람이 옛날얘기해줌. 스토리는 짜집기한 기분..3편은 안나왔으면.
10583,나만 잠든줄 알았는데옆에 아주머니도 곤히 주무시더라.
10584,염라대왕이 아버지였다는게 반전
10585,같이 본 동생은 재밌다 하는데 저는 ㅂㄹ....뜬금 없는 장면이 많았어요
10586,디오 귀인인거 개어이 귀인찬스 연발하고 그런놈이 귀인이랍시고 뜨는건지. 그정도면 지체장애가 있는건데 장애도 아닌사람이 저승와서까지 그런 혼란한 정신상태를 유지한다니.. 소대장은 실제면 윤일병사건만큼 심각한거 아닌가...
10587,3편이 기대됩니다!!!꼭보러가야지ㅠㅠㅠㅠ
10588,재밋구만 이상한 평가들이 많지?
10589,와.. 댓글알바들 수준 ... 이게 잼있냐  전형적인 남들이 보길래 보는영화  진짜 돈 개아깝네
10590,스크린독점만은 하지맙시다.
10591,별점에 속아서 봤는데 짜증나죽겠다
10592,왕유치...노잼임...
10593,영화 너무 수준이 낮다.... 나는 배우들 연기가 어색해서 못 보겠더라 연기탓인지 아니면 대본 탓인지 잘모르겠는데 다 어색하고 오글거리고.... 하정우 빼고는 정말 연기하는 느낌이 물씬나더라  억지 감동스토리가 1편...
10594,1편도 최악 정말 러닝타임 개지루 마지막 오분을 위한 영화. 2편 또한 마찬가지.연기도 김동욱만 괜찮. 나머지 다 너무 어색. 웹툰을 이런식으로 망쳐놓냐
10595,1편은 봐줄만한 부분이 몇개 있었는데 2편은 조잡하고 난잡하며 개연성도 없고 억지 스토리로 2시간을 채우려는 허둥지둥하는 모습까지 보인 쓰레기 영화였다. 30분만에 보다가 나가고 싶은 영화였다
10596,이런영화를 돈주고 봤다는게 화나서 미치겠습니다. 미션 임파서블 다시돈주고 보는게 낫지.ㅠㅠ
10597,여기 댓글들 다 알반가싶을 정도로 개재미없음;;;1보다 재미없음 ㄹㅇㄹㅇ주변사람들도 다 재미없다는데 여기 반응 뭐지;;;;
10598,이런 개 똥같은 신파드라마 때매 볼영화가 없다.
10599,알바 존나많네 진짜 전편도 쓰레긴데 이편도 노답이다 1점
10600,제발 3편은 찍지 마라 부탁이다
10601,2편이 더 재미있어요ㅎ
10602,도대체 공룡은 왜 나온건지 이해를 할수없네
10603,장면전환 너무 많고 김수홍씨는 칭얼대고 강림은 지맘대로고... 짜증 답답이였어요. 3 이야기를 담다보니 공감도 안되고 집중도 안되고.. 궁금하지도 않은 떡밥만 쌓다가 풀어주고 끝.. 스토리도 진행되고 있다는 느낌이 ...
10604,난아직도 왜재밋다하는디이해안감 우리나라는그냥 cg자체 배우자체가 이런장르랑안맞고 연기도어색하고 스토리도이상한데 왜재밋다하는지 너무지루하고 유치햇다
10605,울 나라얘들 참 수준 낮긴 낮다ㅋㅋㅋ
10606,"왜 ,,, 진짜 화장실 미치도록 가고싶은거 꾹 참고 끝까지 다봄"
10607,좀 제대로 다시 공부하고 만들어라 돈만때려박으면 영화가 되는 한국영화 진절머리난다
10608,"신과함께 원작만화를 너무 재밌게 봐서인지, 영화는 영 실망스럽네요. 극의 개연성도 부족하고, 그놈의 펀드얘기는 쓸데없이 많이 나오고, 전형적인 한국식 신파극"
10609,공룡나올때 진짜 ..아..이영화 모지? 이때부터 완전노잼!! 유치뽕짝!
10610,아직 안봤는데 볼까요?말까요?댓글에 좋다 싫다가 반반이라...결정장애가 있는 관계로ㅠㅠ볼만해요 보세요!(좋아요)별로에요 보지마요!(싫어요)
10611,알바들 ㄹㅇ 노양심 ㅉㅉ
10612,이걸 돈주고 봤다니..
10613,아주 꼭 보세요~ 돈 날리고 집안 말아먹고싶으면.
10614,기대보다 좀 아쉽네요...
10615,방금 보고 나왔는데억지로 눈물 짜낸 1편보다 훨 낫네요내용도 좋고 진짜 재밌게 봤어요~~
10616,너무 난잡한 전개... 성주신의 캐릭 설정 또한 이상
10617,진짜 재미없었다 하 한개도아까움
10618,1편보다  못하다 못해  지루했음
10619,이런걸보다니 유치뽕짝
10620,스크린수 실화에요??
10621,내가보기엔 1점주는 애들이 알바같음 ; 스토리도 탄탄했고 반전도 있고 '인과 연' 이라는 말이 딱 어울리는 내용이었음. . 연기 못하는 배우들도 없어서 더 재밌게 봤음 ㅠ
10622,이영화를 이해하기쉽게 마지막에 하드캐리 솔류션 딱 ㅤㄲㅏㅈ줬는데도 이해못하겠다 이러고 이미결과 알고있었다 이러는 사람 겁나많네 일단 보세요 절대 후회안해요 1편은 부모에게 잘못했던걸 느끼게 했다면 2편은 지인. 형제 들에...
10623,공룡은 대체 왜 나온거죠? 댓글 알바가 실제로 존재했군요!!
10624,솔직히 재미없었어요..
10625,너무 뻔하고 스토리 진행이나 대사조차 진부하고 뻔함.. 마지막 쿠키영상까지 보고 왔는데도 재미없었다. 솔직히 최하점 주고 싶은데 여기 베댓들한테 돌맞을까봐 못주겠다.. 내시간..돈...
10626,이것은 마치..산과 함께?
10627,너무 작위적 인연의 연속.
10628,갠적으로 1편보다 더좋았음ㅇㅇ 1편은 지옥갔다가 좀있으면 해결되서 또 딴지옥가고 이런게 좀 반복되서 지겨운게있었다면 2편은 과거얘기 풀어가면서 끝에 반전 소름돋고 마동석 주지훈 웃음코드 있어서 좋았음ㅋㅋ 근데 CG ...
10629,솔직히 지루함.. 옆에서 코골고 주무심ㅠㅠ
10630,완벽했다. 더이상 말 안해도 된다. 여러분 ㄹㅇ 꼭보세요 돈 안아까울껍니당
10631,흉기차도 아니고 한국 극장에 신과함께만 보여주네.... 톰형 보고싶다
10632,역시 속편은 속편하게 봐야한다.
10633,펀드랑 옛날이야기만 듣다가 끝났음
